system:index,B2,B3,B4,B8,class,.geo
1_0000000000000000014a_5_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_6_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_7_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_8_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_9_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_00000000000000000066_0_0,1143.0,1822.0,2326.0,2898.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15206973772493,-37.838701650389865]}"
1_00000000000000000066_1_0,1134.0,1975.0,2333.0,2756.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15233923231017,-37.838701650389865]}"
1_00000000000000000066_2_0,1155.0,1610.0,2124.0,2919.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15197990619652,-37.83879148191828]}"
1_00000000000000000066_3_0,1143.0,1822.0,2326.0,2898.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15206973772493,-37.838701650389865]}"
1_00000000000000000066_4_0,1096.0,2048.0,2569.0,2515.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15215956925334,-37.838701650389865]}"
1_00000000000000000066_5_0,1155.0,1610.0,2124.0,2919.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15197990619652,-37.83879148191828]}"
1_00000000000000000066_6_0,1140.0,1772.0,2158.0,2645.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15215956925334,-37.83879148191828]}"
1_00000000000000000066_7_0,1140.0,1772.0,2158.0,2645.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15215956925334,-37.83879148191828]}"
1_00000000000000000066_8_0,1082.0,1947.0,2435.0,2615.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15215956925334,-37.83861181886145]}"
1_00000000000000000066_9_0,1143.0,1822.0,2326.0,2898.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15206973772493,-37.838701650389865]}"
1_000000000000000000b5_0_0,865.5,1182.0,1672.0,2652.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14146961737234,-37.795492685223714]}"
1_000000000000000000b5_1_0,779.0,1043.0,1388.0,2384.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1412899543155,-37.79522319063848]}"
1_000000000000000000b5_2_0,865.5,1182.0,1672.0,2652.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14146961737234,-37.795492685223714]}"
1_000000000000000000b5_3_0,659.5,928.0,1262.0,2382.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14155944890075,-37.79522319063848]}"
1_000000000000000000b5_4_0,712.0,959.5,1244.0,2426.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14137978584392,-37.79513335911007]}"
1_000000000000000000b5_5_0,914.5,1233.0,1775.0,2764.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14137978584392,-37.795492685223714]}"
1_000000000000000000b5_6_0,714.5,953.5,1267.0,2127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14137978584392,-37.79522319063848]}"
1_000000000000000000b5_7_0,733.5,1022.5,1392.0,2419.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1412899543155,-37.79513335911007]}"
1_000000000000000000b5_8_0,853.0,1181.0,1655.0,2635.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14137978584392,-37.79540285369531]}"
1_000000000000000000b5_9_0,826.0,1117.0,1576.0,2549.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14146961737234,-37.79540285369531]}"
1_0000000000000000005e_0_0,975.0,1604.0,1951.0,2246.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.214233155386,-37.69667800397057]}"
