WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((141.571646045 -37.341032496,141.571549662 -37.341153265,141.571525276 -37.341161394,141.571495084 -37.341160232,141.57147302 -37.341152104,141.571461408 -37.341140491,141.571454441 -37.3411265559999,141.571450957 -37.341099848,141.571476504 -37.341010433,141.571486955 -37.340994175,141.571509019 -37.340983724,141.571536889 -37.340979079,141.571561275 -37.34098024,141.571586822 -37.340982563,141.571615853 -37.340986046,141.571639078 -37.340995336,141.571646045 -37.341005788,141.57165069 -37.341019722,141.571646045 -37.341032496)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380201,Rural Storage,0.15113885,247.09562352,AllVicPoly080550,82131,Y,Y,-37.3411614,141.571451,60.101,247.27730958167592
"MULTIPOLYGON (((145.441229499 -36.9902115,145.441131 -36.9902935,145.440956501 -36.9901185,145.440796999 -36.9899255,145.441027001 -36.989934499,145.4412105 -36.990056,145.441229499 -36.9902115)))",2005,+/- 5m,Satellite imagery,Goulburn,4051602,Rural Storage,0.69080046,780.4683952,AllVicPoly118618,120628,Y,Y,-36.9902935,145.440797,122.226,778.0999168611748
"MULTIPOLYGON (((145.722161058 -38.379672588,145.722116338 -38.379653076,145.722104953 -38.379640065,145.722104953 -38.379632746,145.722104953 -38.379614045,145.722216349 -38.379512407,145.722234237 -38.379503462,145.722248872 -38.379505903,145.72225863 -38.37951322,145.722339941 -38.379581521,145.72234482 -38.379591278,145.722345633 -38.379601035,145.72234482 -38.379608354,145.722252939 -38.37967015,145.72223505 -38.379675842,145.722215536 -38.379676655,145.72218789 -38.379677468,145.722161058 -38.379672588)))",,+/- 5m,Aerial Imagery,South Gippsland,2270002,Rural Storage,0.15800192,255.5415179,AllVicPoly277998,283466,Y,Y,-38.3796775,145.722105,60.579,254.66934097614265
"MULTIPOLYGON (((146.678223966 -38.473446257,146.678188389 -38.473525624,146.678147336 -38.47358036,146.678087127 -38.473632358,146.678021445 -38.473640568,146.677953025 -38.473629621,146.677843554 -38.473525624,146.677780608 -38.473418889,146.677750504 -38.47328205,146.677777872 -38.473199947,146.67782987 -38.473150684,146.677903763 -38.473120581,146.677991339 -38.473126054,146.678117232 -38.473183526,146.678199335 -38.473243735,146.678240387 -38.473317628,146.678237649 -38.473396995,146.678223966 -38.473446257)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270604,Rural Storage,2.11498885,1820.29253747,AllVicPoly305064,310666,Y,Y,-38.4736406,146.6777505,156.876,1810.7744998093592
"MULTIPOLYGON (((146.134753999 -36.483879001,146.1346005 -36.48395,146.134307 -36.4839375,146.1343485 -36.483680501,146.1348965 -36.483674,146.134883 -36.483777,146.134753999 -36.483879001)))",2005,+/- 5m,Satellite imagery,Broken,4040304,Rural Storage,1.34334406,1291.08298564,AllVicPoly030659,31284,Y,Y,-36.48395,146.134307,147.732,1285.394166098594
"MULTIPOLYGON (((144.348157731 -37.070680452,144.348122185 -37.070687001,144.34801929 -37.070691677,144.347870562 -37.070673903,144.347740541 -37.070639295,144.347666645 -37.070607491,144.347569363 -37.070537335,144.347473016 -37.070406378,144.347463663 -37.070390478,144.347465534 -37.07037177,144.347509497 -37.070327806,144.347545042 -37.070310033,144.347568427 -37.07030255,144.347589942 -37.070301614,144.347627358 -37.070319387,144.347651678 -37.070338095,144.347682545 -37.070348385,144.347735864 -37.070347449,144.347762056 -37.070345578,144.34779573 -37.070341837,144.347817244 -37.070342772,144.347835952 -37.070345578,144.347856531 -37.070355868,144.347906107 -37.070390479,144.347962233 -37.070426023,144.348033321 -37.07045502,144.348118444 -37.070495243,144.34818018 -37.070546689,144.348200759 -37.070571946,144.348205436 -37.070603748,144.348199823 -37.070641165,144.348183923 -37.070666421,144.348157731 -37.070680452)))",Dec2008,+/- 5m,Aerial Imagery,Campaspe,4060107,Rural Storage,1.95454085,1714.78493214,AllVicPoly062397,63859,Y,Y,-37.0706917,144.3474637,170.848,1712.4119672309707
"MULTIPOLYGON (((141.8148445 -34.286014499,141.8143845 -34.2860175,141.814375 -34.2857729999999,141.814792 -34.2857825,141.8148445 -34.286014499)))",2005,+/- 5m,Satellite imagery,Mallee,414,Rural Storage,1.04203707,1065.30182076,AllVicPoly203323,207132,Y,N,-34.2860175,141.814375,134.086,1066.0048480935934
"MULTIPOLYGON (((145.00844467 -37.187400703,145.008414444 -37.187369701,145.008402819 -37.1873387,145.008403593 -37.187303824,145.008409019 -37.187272048,145.00843537 -37.187250347,145.008471796 -37.187239497,145.008515973 -37.187261197,145.008542324 -37.187300724,145.008546974 -37.187330175,145.00854465 -37.187364276,145.008536124 -37.187388302,145.008515199 -37.187406128,145.008482646 -37.187408453,145.00844467 -37.187400703)))",Dec2009,+/- 5m,Aerial Imagery,Goulburn,4051505,Rural Storage,0.10628575,189.29749678,AllVicPoly098616,100468,Y,Y,-37.1874085,145.0084028,50.722,188.85868271946217
"MULTIPOLYGON (((142.214954306 -37.636451188,142.214784239 -37.636419791,142.214742377 -37.636385777,142.214726678 -37.63635438,142.214731911 -37.636291586,142.214741688 -37.636273429,142.214756284 -37.636256227,142.21479732 -37.636247107,142.214899361 -37.63625234,142.215040648 -37.636291586,142.215070937 -37.636310716,142.215090831 -37.636333354,142.215092976 -37.636380544,142.215069429 -37.636425023,142.215061056 -37.636433396,142.2150472 -37.6364439,142.214992672 -37.636453745,142.214954306 -37.636451188)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380506,Rural Storage,0.46292392,576.48187343,AllVicPoly088815,90475,Y,Y,-37.6364537,142.2147267,90.206,576.7806594239696
"MULTIPOLYGON (((142.906506501 -37.126542999,142.906672999 -37.1266915,142.906349 -37.126948,142.906191501 -37.126741,142.906506501 -37.126542999)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150302,Rural Storage,0.86226871,923.06126334,AllVicPoly336021,341958,Y,Y,-37.126948,142.9061915,125.123,923.1325211435033
"MULTIPOLYGON (((143.8586485 -37.462935,143.8586145 -37.463180999,143.858033499 -37.4629265,143.858249001 -37.4627915,143.8586485 -37.462935)))",2005,+/- 5m,Satellite imagery,Loddon,4070305,Rural Storage,1.16835417,1161.66415922,AllVicPoly186646,190220,Y,Y,-37.463181,143.8580335,149.132,1160.7610943770487
"MULTIPOLYGON (((147.85401819 -37.849852896,147.854046181 -37.8498547619999,147.854070441 -37.849859427,147.854090967 -37.849882753,147.854090966 -37.849902347,147.854090034 -37.84992754,147.854072307 -37.849953665,147.854057377 -37.849964861,147.854032187 -37.849968594,147.854007926 -37.849964861,147.853988332 -37.849956464,147.853971538 -37.849939669,147.853959408 -37.849922873,147.853956609 -37.849907946,147.853956609 -37.849889285,147.853958475 -37.849874356,147.853972471 -37.849861294,147.853981801 -37.849852896,147.853999529 -37.849850097,147.85401819 -37.849852896)))",Mar2011,+/- 5m,Aerial Imagery,Tambo River,2230018,Rural Storage,0.06283785,127.17316643,AllVicPoly309340,314974,Y,Y,-37.8499686,147.8539566,40.636,126.14028391235694
"MULTIPOLYGON (((146.181103792 -38.322447173,146.181073142 -38.322448876,146.181040791 -38.322435254,146.180991412 -38.322390984,146.180911384 -38.32228882,146.18076495 -38.32204363,146.180669599 -38.321839303,146.180623625 -38.321713303,146.180604896 -38.321641789,146.180604894 -38.321560057,146.180608302 -38.321481733,146.180604895 -38.321432354,146.180596382 -38.321386381,146.180577652 -38.321330191,146.180543598 -38.32127911,146.180439733 -38.321214407,146.180356299 -38.321187164,146.180274569 -38.321168435,146.180223486 -38.321146297,146.180196244 -38.321105433,146.180105998 -38.320955594,146.180060026 -38.320853431,146.180020864 -38.320781917,146.179986809 -38.320737646,146.179956162 -38.320700187,146.179930621 -38.320635483,146.17993062 -38.320587808,146.179978296 -38.320497564,146.180003836 -38.320475428,146.180036187 -38.320468617,146.180070244 -38.32047713,146.180111108 -38.32053332,146.18018092 -38.320654213,146.180220082 -38.320759782,146.180272864 -38.320853432,146.180352894 -38.320952189,146.180390353 -38.320974325,146.180443137 -38.320981134,146.180523165 -38.320993054,146.180596381 -38.320991351,146.180652572 -38.320998162,146.180717275 -38.321037324,146.180824546 -38.321105432,146.180923303 -38.32118546,146.180998222 -38.32126038,146.181074845 -38.32136084,146.181165088 -38.32151068,146.18125874 -38.321653707,146.181345577 -38.321800141,146.181444335 -38.321955088,146.181527768 -38.322123658,146.181565226 -38.32224455,146.181565227 -38.322283713,146.181560119 -38.322309254,146.181541389 -38.32233309,146.181497117 -38.322341605,146.181364306 -38.322368849,146.181202549 -38.322411417,146.181103792 -38.322447173)))",Jan2010,+/- 5m,Aerial Imagery,Latrobe,2260410,Rural Licensed Storage,18.96677052,9575.52038183,AllVicPoly178105,181408,Y,Y,-38.3224489,146.1799306,562.947,9534.888636933503
"MULTIPOLYGON (((143.897957 -37.342648,143.897840999 -37.3431305,143.8974165 -37.343129999,143.8974285 -37.342735,143.897536 -37.342455,143.8978545 -37.3423795,143.897957 -37.342648)))",2005,+/- 5m,Satellite imagery,Loddon,4070303,Rural Storage,4.40478681,3171.61216709,AllVicPoly188658,192242,Y,Y,-37.3431305,143.8974165,229.089,3168.99940503619
"MULTIPOLYGON (((145.292329316 -37.596299546,145.292333361 -37.596353046,145.292315552 -37.596383177,145.292298028 -37.596400738,145.292284792 -37.59640369,145.292262411 -37.596403366,145.292246733 -37.596397899,145.292232442 -37.5963893099999,145.292222316 -37.596371349,145.29222179 -37.59633676,145.292229331 -37.596294954,145.292244316 -37.596273165,145.29225243 -37.596263853,145.292286781 -37.59625911,145.292311722 -37.596262616,145.292327186 -37.596277508,145.292329316 -37.596299546)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290035,Rural Storage,0.06520704,130.78567892,AllVicPoly367856,374135,Y,Y,-37.5964037,145.2922218,43.056,130.4281338384746
"MULTIPOLYGON (((142.801448501 -37.0593955,142.8015325 -37.0589575,142.8017 -37.0588855,142.801729001 -37.058852,142.80167 -37.0587415,142.8016725 -37.05869,142.8017355 -37.058638001,142.8019145 -37.058587,142.8025735 -37.058938499,142.8025855 -37.0589745,142.8026015 -37.0590105,142.802374999 -37.059927,142.802342 -37.0599695,142.802293501 -37.0599855,142.8021395 -37.059979,142.8020745 -37.0599315,142.8020545 -37.0598955,142.801892 -37.059699,142.801607 -37.059571001,142.801448501 -37.0593955)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150304,Rural Licensed Storage,20.84132906,10283.50071676,AllVicPoly344319,350301,Y,Y,-37.0599855,142.8014485,412.477,10285.223554472104
"MULTIPOLYGON (((143.436805083 -38.432208816,143.436700953 -38.432207546,143.436637458 -38.432187228,143.436573964 -38.432108495,143.436515549 -38.432020873,143.436500311 -38.431954838,143.436513009 -38.431887534,143.436538407 -38.431850707,143.436603172 -38.431844358,143.436670476 -38.431865946,143.436706033 -38.431895153,143.43673651 -38.431962458,143.436723811 -38.431985316,143.436751749 -38.432042461,143.436786036 -38.432083097,143.436820323 -38.432121194,143.436835561 -38.43216183,143.436833022 -38.432189768,143.436821593 -38.432202467,143.436805083 -38.432208816)))",,+/- 5m,Aerial Imagery,Otway Coast,2350501,Rural Storage,0.6303666,728.22264531,AllVicPoly238930,243908,Y,Y,-38.4322088,143.4365003,111.834,728.0002222982621
"MULTIPOLYGON (((144.43424265 -37.607939087,144.434242995 -37.607929082,144.434248728 -37.607919193,144.434261552 -37.607912319,144.434281316 -37.607912749,144.434297488 -37.607913101,144.434421495 -37.607967298,144.434433582 -37.607981866,144.434434788 -37.607999058,144.434413971 -37.608081576,144.434402256 -37.6081085,144.434351651 -37.608115982,144.434260505 -37.608099695,144.43422511 -37.608083189,144.434214869 -37.60806723,144.434215606 -37.608045789,144.43424265 -37.607939087)))",Jan2009,+/- 5m,Aerial Imagery,Werribee,2310303,Rural Storage,0.22514702,334.09108843,AllVicPoly331739,337652,Y,Y,-37.608116,144.4342149,68.571,333.6029337429395
"MULTIPOLYGON (((145.3023885 -37.323217999,145.3020045 -37.3232985,145.301831 -37.3230575,145.302192 -37.322938501,145.302370001 -37.322989,145.3023885 -37.323217999)))",2005,+/- 5m,Satellite imagery,Goulburn,4051304,Rural Storage,1.4036864,1334.73984495,AllVicPoly118393,120403,Y,Y,-37.3232985,145.301831,142.867,1331.0183579579689
"MULTIPOLYGON (((142.7542625 -37.281411999,142.7544055 -37.2814375,142.754426 -37.2815655,142.7543645 -37.281734501,142.754169999 -37.281622,142.754114 -37.2814735,142.7542625 -37.281411999)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150404,Rural Storage,0.53971769,647.49098098,AllVicPoly337755,343710,Y,Y,-37.2817345,142.754114,100.188,647.6402922105193
"MULTIPOLYGON (((142.115238 -36.9531955,142.115211 -36.953187,142.1152025 -36.953167501,142.1152055 -36.9530115,142.115215999 -36.9529895,142.11524 -36.952978499,142.115548999 -36.953008,142.115576 -36.953018499,142.1155925 -36.953037999,142.1155955 -36.953062,142.115579 -36.953214,142.115571 -36.953229501,142.1155525 -36.953233999,142.115536 -36.953233999,142.115238 -36.9531955)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150807,Rural Storage,0.75012244,830.68116964,AllVicPoly350843,356871,Y,Y,-36.953234,142.1152025,111.816,831.1447906578694
"MULTIPOLYGON (((143.554435159 -38.356357502,143.55446875 -38.356359318,143.554515051 -38.356370212,143.554531392 -38.356382922,143.554527761 -38.35641379,143.554504156 -38.356463722,143.554493262 -38.356487326,143.554475105 -38.356500944,143.554439698 -38.356506391,143.554392489 -38.356509115,143.554368885 -38.356504576,143.554354359 -38.356491866,143.554352543 -38.356468261,143.554359806 -38.356431947,143.55438795 -38.356392001,143.554410647 -38.356368397,143.554435159 -38.356357502)))",,+/- 5m,Aerial Imagery,Lake Corangamite,2340401,Rural Storage,0.11250934,197.62815087,AllVicPoly157469,159859,Y,Y,-38.3565091,143.5543525,52.345,197.54407476053865
"MULTIPOLYGON (((147.9129095 -36.063267,147.912803501 -36.063295499,147.912700999 -36.0632605,147.9126525 -36.063222,147.9126465 -36.0631395,147.9127325 -36.0630445,147.912868 -36.063023499,147.913013501 -36.06305,147.9130285 -36.063113,147.9129815 -36.0632195,147.9129095 -36.063267)))",jan2010,+/- 5m,Aerial Imagery,Upper Murry,4010609,Rural Storage,0.69007689,779.84961778,AllVicPoly324047,329874,Y,Y,-36.0632955,147.9126465,102.334,773.056993851747
"MULTIPOLYGON (((146.147570861 -38.636237018,146.147524794 -38.636235015,146.147480729 -38.636225001,146.147446681 -38.6361969599999,146.147452687 -38.636152896,146.147480729 -38.636106829,146.147538815 -38.636096814,146.147592893 -38.63611484,146.147616928 -38.636156901,146.147602908 -38.636214985,146.147570861 -38.636237018)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270216,Rural Storage,0.09873153,179.02422227,AllVicPoly288184,293707,Y,Y,-38.636237,146.1474467,48.58,178.28466795588352
"MULTIPOLYGON (((145.909910592 -38.331034282,145.909986469 -38.331126524,145.909990932 -38.331172644,145.90997903 -38.331205375,145.909959689 -38.331223229,145.909837691 -38.331264886,145.909806448 -38.331267863,145.909784133 -38.331261912,145.909766277 -38.331244058,145.909748424 -38.331125036,145.909754376 -38.331071476,145.909766278 -38.331037258,145.909794546 -38.331013453,145.909824302 -38.331003039,145.909868934 -38.331011966,145.909910592 -38.331034282)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270205,Rural Storage,0.3506342,467.16470114,AllVicPoly279462,284942,Y,Y,-38.3312679,145.9097484,80.787,465.4214498800193
"MULTIPOLYGON (((146.179709389 -38.842034078,146.179754619 -38.841932655,146.179771065 -38.841918949,146.179819037 -38.841910725,146.179947873 -38.841927172,146.18001229 -38.841949102,146.180039703 -38.841968289,146.180039702 -38.841983367,146.180001326 -38.842039561,146.179967061 -38.842090272,146.179953356 -38.842121797,146.179935538 -38.842145097,146.179904014 -38.842150579,146.179867008 -38.842145097,146.179750507 -38.842091644,146.179731319 -38.842076567,146.17971213 -38.842056008,146.179709389 -38.842034078)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270907,Rural Storage,0.41707916,532.73097663,AllVicPoly303470,309064,Y,Y,-38.8421506,146.1797094,86.159,530.5113015428971
"MULTIPOLYGON (((145.540669499 -35.886307499,145.5405395 -35.886344,145.5404235 -35.886299499,145.5404025 -35.886165499,145.540451501 -35.886047,145.540646 -35.8859875,145.540773499 -35.88607,145.540771001 -35.886208499,145.540669499 -35.886307499)))",2005,+/- 5m,Satellite imagery,Broken,404,Rural Storage,0.95059491,993.76673721,AllVicPoly035906,36606,Y,N,-35.886344,145.5404025,116.003,990.4454927044422
"MULTIPOLYGON (((141.449979437 -37.661035753,141.449919382 -37.661027174,141.449870767 -37.661017642,141.449845983 -37.661012876,141.449825965 -37.661001437,141.449812619 -37.660991904,141.449803088 -37.660984278,141.449792601 -37.66096998,141.449783069 -37.660953775,141.449779255 -37.660930897,141.449783068 -37.660906113,141.449803087 -37.660858451,141.449831683 -37.660825087,141.449858375 -37.660813648,141.449889832 -37.660807929,141.449913663 -37.660806022,141.449988015 -37.660814601,141.450023286 -37.66082604,141.450044257 -37.660841292,141.450057602 -37.660858451,141.450071901 -37.660883235,141.450078574 -37.660909926,141.450078574 -37.66093185,141.450075714 -37.660954728,141.450073808 -37.660976652,141.450064275 -37.66099953,141.450049023 -37.661015735,141.450032818 -37.661026221,141.450008034 -37.661032894,141.449979437 -37.661035753)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380549,Rural Storage,0.42666843,541.97518154,AllVicPoly084526,86144,Y,Y,-37.6610358,141.4497793,83.678,542.3882998168399
"MULTIPOLYGON (((141.676446954 -36.670061012,141.676564074 -36.669875353,141.676579691 -36.66985887,141.676598777 -36.669851062,141.676629142 -36.669851062,141.676697679 -36.669866678,141.67674713 -36.669892705,141.676767084 -36.669913526,141.676777494 -36.669946494,141.67677576 -36.66997252,141.67663695 -36.670155576,141.676617863 -36.6701642519999,141.676588366 -36.670165119,141.676551929 -36.670159046,141.676515491 -36.670147768,141.676472113 -36.670121741,141.676448689 -36.670102655,141.676441748 -36.670080966,141.676446954 -36.670061012)))",feb2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.57301666,677.50384698,AllVicPoly215668,219656,Y,Y,-36.6701651,141.6764417,99.053,677.981474468349
"MULTIPOLYGON (((144.257470999 -37.3885425,144.257278 -37.3886635,144.257091001 -37.388633999,144.2570325 -37.388516,144.257089 -37.3884085,144.257215 -37.388395,144.257299999 -37.388355,144.257241 -37.388245,144.257131501 -37.3881009999999,144.257218499 -37.388011001,144.2573345 -37.3879805,144.2574355 -37.3880745,144.25751 -37.3883265,144.257470999 -37.3885425)))",2005,+/- 5m,Satellite imagery,Loddon,4070001,Rural Storage,2.25569808,1911.22544696,AllVicPoly186448,190018,Y,Y,-37.3886635,144.2570325,207.737,1908.8426596921404
"MULTIPOLYGON (((142.2710105 -36.1753005,142.271024 -36.175113001,142.2710825 -36.175064,142.2711645 -36.175022999,142.2720925 -36.1749325,142.272238501 -36.1749605,142.272391 -36.1749935,142.2724515 -36.1750465,142.2724605 -36.175186,142.272410001 -36.175331501,142.2723515 -36.1754045,142.2722825 -36.17544,142.2714335 -36.1754785,142.2711395 -36.1755005,142.271076 -36.1754795,142.271038999 -36.17544,142.2710105 -36.1753005)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,415,Rural Storage,11.90028769,6729.03397235,AllVicPoly338783,344744,Y,N,-36.1755005,142.2710105,336.581,6732.261952928947
"MULTIPOLYGON (((147.177292436 -38.254540724,147.177326205 -38.254519618,147.177362086 -38.254511175,147.177431735 -38.254523839,147.177537266 -38.25456183,147.177541487 -38.254578715,147.177541487 -38.254610374,147.177495054 -38.254701132,147.177473948 -38.254715905,147.177457063 -38.254724349,147.177423293 -38.25473068,147.17738319 -38.254726458,147.177283992 -38.254694799,147.177258665 -38.254673693,147.177250223 -38.254644144,147.177258666 -38.254587158,147.177292436 -38.254540724)))",Feb2010,+/- 5m,Aerial Imagery,South Gippsland,2270929,Rural Storage,0.3562798,472.84641554,AllVicPoly300996,306579,Y,Y,-38.2547307,147.1772502,78.811,469.8302085384749
"MULTIPOLYGON (((144.011072313 -37.581995961,144.011073094 -37.581959585,144.011093195 -37.581863712,144.011101516 -37.581772908,144.011105265 -37.581735861,144.011113483 -37.581679627,144.011122228 -37.581636492,144.01112272 -37.581592972,144.01112172 -37.5815310139999,144.011121197 -37.58149944,144.011128394 -37.581473628,144.011155013 -37.5814652,144.01116732 -37.58147323,144.011185246 -37.581490652,144.011214659 -37.581514337,144.011242599 -37.581538655,144.011260935 -37.581566199,144.011285683 -37.581622783,144.011296216 -37.58167973,144.011309526 -37.581731241,144.011312031 -37.581756209,144.011301665 -37.581814881,144.011288623 -37.581862894,144.011258445 -37.581913133,144.011226484 -37.581956265,144.011200651 -37.582002816,144.011181552 -37.582049196,144.01115582 -37.582079653,144.011128547 -37.582090481,144.011101787 -37.582076859,144.011082275 -37.582042433,144.011072313 -37.581995961)))",Dec2010,,LiDAR,Moorabool,2320003,Rural Storage,0.87167972,930.67589494,AllVicPoly231454,235685,Y,Y,-37.5820905,144.0110723,151.065,929.8007277395926
"MULTIPOLYGON (((145.654893 -36.5568405,145.65453 -36.55689,145.654243501 -36.556809,145.654223999 -36.556636,145.6544185 -36.556501,145.6546715 -36.556402501,145.654886 -36.556405,145.654988501 -36.556466,145.6550065 -36.5567045,145.654893 -36.5568405)))",2005,+/- 5m,Satellite imagery,Goulburn,4052008,Rural Storage,3.94353497,2916.90678226,AllVicPoly115630,117634,Y,Y,-36.55689,145.654224,202.851,2906.7663053189594
"MULTIPOLYGON (((145.51791 -37.358746001,145.517928001 -37.359042,145.51751 -37.3590365,145.5174915 -37.3587595,145.51791 -37.358746001)))",2005,+/- 5m,Satellite imagery,Goulburn,4051208,Rural Storage,1.19628137,1182.61880966,AllVicPoly126974,128991,Y,Y,-37.359042,145.5174915,137.819,1178.9059708177726
"MULTIPOLYGON (((145.403084 -37.2679025,145.402928 -37.267948501,145.402654 -37.2679065,145.4027525 -37.267774,145.402779499 -37.267631501,145.4025915 -37.2674765,145.402751 -37.2672875,145.40293 -37.2672805,145.403059 -37.267377501,145.4031485 -37.2676745,145.403084 -37.2679025)))",2005,+/- 5m,Satellite imagery,Goulburn,4051212,Rural Storage,3.17107886,2473.24344798,AllVicPoly115086,117089,Y,Y,-37.2679485,145.4025915,213.308,2465.9543259334127
"MULTIPOLYGON (((145.8313825 -36.6350614999999,145.831315 -36.635247,145.831142 -36.635244,145.830895001 -36.635052499,145.8308515 -36.6349645,145.830830501 -36.634805,145.830878501 -36.634694499,145.8313305 -36.634698,145.8313905 -36.6348765,145.8313825 -36.6350614999999)))",2005,+/- 5m,Satellite imagery,Goulburn,4052007,Rural Licensed Storage,3.18827922,2483.38980397,AllVicPoly099669,101536,Y,Y,-36.635247,145.8308305,190.375,2473.973567502596
"MULTIPOLYGON (((145.0732945 -36.251967001,145.073052999 -36.251975,145.072860001 -36.251924,145.072823501 -36.251722999,145.0728675 -36.2516095,145.073121 -36.251599,145.0733145 -36.251631,145.073340999 -36.251746,145.0732945 -36.251967001)))",2005,+/- 5m,Satellite imagery,Goulburn,405,Rural Storage,1.90023891,1678.60560827,AllVicPoly108926,110909,Y,N,-36.251975,145.0728235,154.134,1674.410410901386
"MULTIPOLYGON (((145.5271065 -37.0777435,145.526944501 -37.077813,145.5267125 -37.077805001,145.526547 -37.0777365,145.526460499 -37.077596999,145.526606 -37.077464999,145.526762 -37.077400499,145.5268985 -37.0774115,145.527023001 -37.077456,145.52711 -37.077567,145.5271065 -37.0777435)))",2005,+/- 5m,Satellite imagery,Goulburn,4050013,Rural Licensed Storage,2.40422937,2005.72913573,AllVicPoly116091,118096,Y,Y,-37.077813,145.5264605,164.453,1999.3922474419712
"MULTIPOLYGON (((142.048367999 -35.346326,142.048234 -35.3467565,142.047708 -35.346617999,142.047825 -35.346216001,142.048367999 -35.346326)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,414,Rural Storage,3.04709065,2399.70193833,AllVicPoly335203,341135,Y,N,-35.3467565,142.047708,196.211,2401.103239829717
