B2,B3,B4,B8,class_3,class_2,.geo,Contributor
819.5,1165,1505.5,2783,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95716734104397,-23.80602876563041]}",AK
748.5,1041,1421.5,2506,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95725717257238,-23.80602876563041]}",AK
701.5,986,1381.5,2405,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95734700410077,-23.80602876563041]}",AK
742,1060,1543,2833,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95734700410077,-23.805938934102]}",AK
670,1116.5,1620,2750,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95725717257238,-23.80611859715882]}",AK
681.5,1096.5,1506,2929,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95743683562918,-23.80611859715882]}",AK
819.5,1165,1505.5,2783,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95716734104397,-23.80602876563041]}",AK
816,944.5,1308.5,2571,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95743683562918,-23.805938934102]}",AK
670,1116.5,1620,2750,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95725717257238,-23.80611859715882]}",AK
670,1116.5,1620,2750,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95725717257238,-23.80611859715882]}",AK
838,1439,1622,3069,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.95698767798714,-23.80611859715882]}",AK
3102,3288,3223,4103,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.9440519378958,-23.801177863096164]}",AK
3160,2946,2864,4257,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.9446807585947,-23.801716852266637]}",AK
3310,3307,3315,4443,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94423160095263,-23.800998200039338]}",AK
2694,2925,2899,3764,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.9439621063674,-23.80108803156775]}",AK
2749,2797,2854,3777,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94387227483898,-23.801177863096164]}",AK
3143,3035,2722,4074,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94423160095263,-23.80153718920981]}",AK
3180,3227,3043,4234,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94423160095263,-23.801267694624574]}",AK
3226,3263,3193,4180,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94441126400946,-23.8014473576814]}",AK
2985,3089,3159,4061,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94432143248105,-23.801357526152987]}",AK
3051,3173,3032,4104,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94432143248105,-23.8014473576814]}",AK
3140,3323,3218,4322,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94414176942422,-23.801177863096164]}",AK
3197,3131,2902,4132,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94432143248105,-23.80153718920981]}",AK
3140,3268,3215,4236,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.9440519378958,-23.801267694624574]}",AK
3051,3173,3032,4104,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94432143248105,-23.8014473576814]}",AK
3344,3350,3346,4470,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94423160095263,-23.800908368510928]}",AK
2985,3129,3142,3967,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.9440519378958,-23.80108803156775]}",AK
2749,2797,2854,3777,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94387227483898,-23.801177863096164]}",AK
3226,3263,3193,4180,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94441126400946,-23.8014473576814]}",AK
2788,2838,2736,3789,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94378244331057,-23.801177863096164]}",AK
3257,3246,3100,4295,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.94432143248105,-23.800998200039338]}",AK
1043,1475,1746,2708,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.863045994589505]}",AK
1002,1374,1699,2606,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.86295616306109]}",AK
752,1137,1373,2207,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.86295616306109]}",AK
741.5,1070,1311,1975,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.863045994589505]}",AK
1002,1374,1699,2606,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.86295616306109]}",AK
1002,1374,1699,2606,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.86295616306109]}",AK
692.5,1054,1130,1934,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84834934016413,-37.863045994589505]}",AK
1043,1475,1746,2708,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.863045994589505]}",AK
741.5,1070,1311,1975,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.863045994589505]}",AK
692.5,1054,1130,1934,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84834934016413,-37.863045994589505]}",AK
692.5,1054,1130,1934,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84834934016413,-37.863045994589505]}",AK
692.5,1054,1130,1934,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84834934016413,-37.863045994589505]}",AK
741.5,1070,1311,1975,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.863045994589505]}",AK
741.5,1070,1311,1975,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.863045994589505]}",AK
1060,1466,1942,2900,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84852900322096,-37.86295616306109]}",AK
1043,1475,1746,2708,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.863045994589505]}",AK
1043,1475,1746,2708,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.863045994589505]}",AK
1043,1475,1746,2708,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84825950863572,-37.863045994589505]}",AK
752,1137,1373,2207,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84843917169255,-37.86295616306109]}",AK
1060,1466,1942,2900,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84852900322096,-37.86295616306109]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1197,1447,1703,2737,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94712830518309]}",AK
1197,1447,1703,2737,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94712830518309]}",AK
1034,1251,1482,2249,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.94730796823992]}",AK
1156,1416,1705,2770,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8843717830573,-37.94712830518309]}",AK
1156,1416,1705,2770,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8843717830573,-37.94712830518309]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1073,1355,1684,2477,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8843717830573,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.947218136711506]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1197,1447,1703,2737,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94712830518309]}",AK
1034,1251,1482,2249,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.94730796823992]}",AK
1151,1363,1610,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.947218136711506]}",AK
1197,1447,1703,2737,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94712830518309]}",AK
1034,1251,1482,2249,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94730796823992]}",AK
1197,1447,1703,2737,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.94712830518309]}",AK
944,1151,1435,1982,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89281594672804,-37.95512331121176]}",AK
816.5,1120,1604,2366,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8926362836712,-37.95485381662652]}",AK
1004,1363,1913,2804,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8925464521428,-37.95485381662652]}",AK
1000,1412,1961,2798,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89290577825645,-37.955033479683344]}",AK
1006,1188,1488,1964,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.95512331121176]}",AK
1004,1363,1913,2804,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8925464521428,-37.95485381662652]}",AK
904.5,1206,1663,2387,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.955033479683344]}",AK
977,1236,1577,2240,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8926362836712,-37.95512331121176]}",AK
937,1278,1801,2593,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89290577825645,-37.95512331121176]}",AK
1006,1188,1488,1964,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.95512331121176]}",AK
944,1151,1435,1982,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89281594672804,-37.95512331121176]}",AK
904.5,1206,1663,2387,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.955033479683344]}",AK
857,1201,1726,2557,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.95494364815493]}",AK
972,1247,1607,2301,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8926362836712,-37.95521314274017]}",AK
1004,1363,1913,2804,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8925464521428,-37.95485381662652]}",AK
1000,1412,1961,2798,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89290577825645,-37.955033479683344]}",AK
938,1199,1582,2286,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89281594672804,-37.95521314274017]}",AK
1088,1513,2078,2964,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8925464521428,-37.95512331121176]}",AK
1185,1598,2222,3126,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89290577825645,-37.9554826373254]}",AK
821,1159,1642,2481,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89281594672804,-37.95485381662652]}",AK
1170,1586,2108,2721,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94200790806361]}",AK
1238,1603,2101,2751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85607485160756,-37.9419180765352]}",AK
1149,1452,1884,2563,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85625451466439,-37.9419180765352]}",AK
1195,1565,2075,2680,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.9419180765352]}",AK
1213,1595,2146,2767,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85598502007915,-37.94209773959202]}",AK
1235,1627,2147,2765,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85607485160756,-37.94209773959202]}",AK
1170,1586,2108,2721,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94200790806361]}",AK
1170,1586,2108,2721,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94200790806361]}",AK
1195,1565,2075,2680,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.9419180765352]}",AK
1215,1592,2102,2694,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94209773959202]}",AK
1170,1586,2108,2721,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94200790806361]}",AK
1170,1586,2108,2721,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94200790806361]}",AK
1203,1599,2122,2746,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85607485160756,-37.94200790806361]}",AK
1215,1592,2102,2694,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94209773959202]}",AK
1149,1452,1884,2563,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85625451466439,-37.9419180765352]}",AK
1195,1565,2075,2680,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.9419180765352]}",AK
1239,1625,2160,2799,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85598502007915,-37.94200790806361]}",AK
1215,1592,2102,2694,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94209773959202]}",AK
1215,1592,2102,2694,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85616468313597,-37.94209773959202]}",AK
1238,1603,2101,2751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85607485160756,-37.9419180765352]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
1002.5,1513,1862,2606,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.87786819677748]}",AK
892,1303,1747,2655,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.87768853372065]}",AK
802,1250,1552,2254,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.87786819677748]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
854,1156,1660,2571,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.87768853372065]}",AK
1024.5,1533,1873,2628,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.877778365249064]}",AK
1024.5,1533,1873,2628,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.877778365249064]}",AK
802,1250,1552,2254,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.87786819677748]}",AK
1024.5,1533,1873,2628,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.877778365249064]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
1024.5,1533,1873,2628,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.877778365249064]}",AK
854,1156,1660,2571,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.87768853372065]}",AK
802,1250,1552,2254,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.87786819677748]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.877778365249064]}",AK
1024.5,1533,1873,2628,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66913544098227,-37.877778365249064]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.877778365249064]}",AK
851,1271,1711,2449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.877778365249064]}",AK
1014.5,1544,1824,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87813769136271]}",AK
1166,1665,1979,2591,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87822752289112]}",AK
995.5,1472,1762,2426,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66949476709593,-37.87813769136271]}",AK
1180,1670,2003,2579,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6694049355675,-37.87822752289112]}",AK
1012.5,1529,1781,2192,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6694049355675,-37.87813769136271]}",AK
993.5,1561,1660,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.878047859834304]}",AK
1014.5,1544,1824,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87813769136271]}",AK
1041,1518,1960,2677,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.878047859834304]}",AK
1012.5,1529,1781,2192,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6694049355675,-37.87813769136271]}",AK
1014.5,1544,1824,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87813769136271]}",AK
1014.5,1544,1824,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87813769136271]}",AK
993.5,1561,1660,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.878047859834304]}",AK
1014.5,1544,1824,2329,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87813769136271]}",AK
1166,1665,1979,2591,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.87822752289112]}",AK
995.5,1472,1762,2426,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66949476709593,-37.87813769136271]}",AK
993.5,1561,1660,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.878047859834304]}",AK
1012.5,1529,1781,2192,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6694049355675,-37.87813769136271]}",AK
1041,1518,1960,2677,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6692252725107,-37.878047859834304]}",AK
901,1275,1630,2330,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6694049355675,-37.87795802830589]}",AK
