system:index,B2,B3,B4,B8,class,.geo
00000000000000000005_15_0,683.0,759.0,1096.0,1838.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51670506011274,-38.18149876280987]}"
00000000000000000005_16_0,794.0,963.0,1216.0,2348.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51032702159551,-38.18302589879288]}"
00000000000000000005_17_0,866.0,1258.0,1618.0,2576.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50987786395345,-38.18500219241794]}"
00000000000000000005_18_0,478.0,868.0,900.0,3962.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50897954866932,-38.18149876280987]}"
00000000000000000005_19_0,767.0,936.0,1020.0,1246.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51077617923755,-38.182307246565586]}"
00000000000000000006_0_0,1080.0,1380.0,1384.0,2744.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52676619129488,-38.18554118158841]}"
00000000000000000006_1_0,766.0,961.0,1194.0,2238.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53098827313025,-38.18599033923047]}"
00000000000000000006_2_0,491.0,677.0,762.0,1386.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52865265339153,-38.18634966534412]}"
00000000000000000006_3_0,913.0,1001.0,1346.0,2602.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52577804448237,-38.18482252936112]}"
00000000000000000006_4_0,1248.0,1460.0,1396.0,2358.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52937130561884,-38.186529328400944]}"
00000000000000000006_5_0,630.0,881.0,1184.0,2420.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52811366422108,-38.18733781215665]}"
00000000000000000006_6_0,900.0,985.0,1112.0,1724.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52883231644836,-38.18572084464524]}"
00000000000000000006_7_0,673.0,854.0,930.0,1728.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5306289470166,-38.18581067617365]}"
00000000000000000006_8_0,1090.0,1372.0,1576.0,2504.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52631703365282,-38.18518185547477]}"
00000000000000000006_9_0,607.0,813.0,835.0,2750.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52901197950519,-38.18554118158841]}"
00000000000000000006_10_0,1662.0,1884.0,1996.0,2602.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5268560228233,-38.18554118158841]}"
00000000000000000006_11_0,760.0,985.0,1050.0,1888.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52811366422108,-38.1861700022873]}"
00000000000000000006_12_0,940.0,1020.0,1090.0,2488.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52640686518123,-38.186080170758885]}"
00000000000000000006_13_0,949.0,1306.0,1434.0,2690.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53035945243136,-38.186080170758885]}"
00000000000000000006_14_0,738.0,1064.0,1354.0,2850.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52865265339153,-38.187068317571416]}"
00000000000000000006_15_0,846.0,1164.0,1290.0,2214.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52613737059602,-38.18482252936112]}"
00000000000000000006_16_0,495.0,653.0,748.0,1524.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52892214797677,-38.18643949687253]}"
00000000000000000006_17_0,776.0,897.0,1176.0,1852.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53098827313025,-38.186080170758885]}"
00000000000000000006_18_0,1296.0,1328.0,1530.0,2366.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5275746750506,-38.18724798062824]}"
00000000000000000006_19_0,1072.0,1282.0,1518.0,2598.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52802383269267,-38.186529328400944]}"
00000000000000000007_0_0,782.0,1092.0,1316.0,2298.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55129019855136,-38.18338522490652]}"
00000000000000000007_1_0,818.0,1168.0,1290.0,2394.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54814609505692,-38.18554118158841]}"
00000000000000000007_2_0,2368.0,2736.0,3028.0,3686.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54742744282964,-38.183205561849704]}"
00000000000000000007_3_0,967.0,1326.0,1654.0,2596.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55299699759118,-38.183205561849704]}"
00000000000000000007_4_0,1015.0,1152.0,1270.0,2518.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54832575811375,-38.18428354019065]}"
00000000000000000007_5_0,1144.0,1404.0,1610.0,2458.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5477867689433,-38.18311573032129]}"
00000000000000000007_6_0,863.0,1122.0,1164.0,1682.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54976306256836,-38.18446320324747]}"
00000000000000000007_7_0,774.0,832.0,928.0,1710.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.548595252699,-38.18545135006]}"
00000000000000000007_8_0,871.0,993.0,1160.0,1930.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55218851383546,-38.18329539337812]}"
00000000000000000007_9_0,699.0,963.0,963.0,2586.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55003255715357,-38.184642866304294]}"
00000000000000000007_10_0,712.0,767.0,1130.0,1708.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55120036702294,-38.18338522490652]}"
00000000000000000007_11_0,3164.0,3076.0,3374.0,3518.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54949356798312,-38.183744551020176]}"
00000000000000000007_12_0,1526.0,1980.0,2408.0,3294.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55057154632405,-38.18284623573606]}"
00000000000000000007_13_0,705.0,991.0,1306.0,2678.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54841558964216,-38.18509202394635]}"
00000000000000000007_14_0,1108.0,1182.0,1684.0,2626.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54742744282964,-38.18266657267923]}"
