system:index,B2,B3,B4,B8,class,.geo
1_00000000000000000072_7_0,1144,1423,1806,2506,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4062975374126,-36.11276849501103]}"
1_00000000000000000040_2_0,384,618,602,1338,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.0593727489675,-38.67179924488231]}"
1_00000000000000000166_9_0,563.5,816.5,1012.5,1652,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.98290782116152,-37.90966855783531]}"
1_00000000000000000171_7_0,884,1464,2108,3226,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5659144405551,-36.97452234706689]}"
1_00000000000000000077_5_0,668,1040,1128,2197,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.86102473423392,-38.009381554372574]}"
1_00000000000000000025_6_0,1218,1670,2125,2905,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55102070396612,-36.16801488498438]}"
1_000000000000000000b6_8_0,1516,2534,2924,3448,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5907079423968,-36.96095778627668]}"
1_000000000000000000fb_4_0,253,280,320,241,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.6779343564848,-38.30708323952978]}"
1_00000000000000000175_7_0,1068,1540,1982,2810,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.00709079943175,-36.04099310380988]}"
1_000000000000000000db_4_0,1169,1447,1845,2465,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5985187110868,-36.80339328544212]}"
1_000000000000000001ce_2_0,768,1177,1751,2492,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.048215342317,-35.346505557657075]}"
1_000000000000000000f5_9_0,541.5,871.5,908,2553,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.98526173802765,-36.52204093845588]}"
1_000000000000000001d1_8_0,1427,2467,3310,3844,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.04390342895323,-35.30697968515582]}"
1_000000000000000001b3_2_0,2955.5,3004.5,2912,4499,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.1810046384373,-38.322264767831406]}"
1_00000000000000000050_5_0,273,460,589,1266,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7885169679599,-38.345351470633275]}"
1_000000000000000000b9_6_0,444,624,844,1182,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.29517593676704,-37.32118221520861]}"
1_00000000000000000166_4_0,563.5,816.5,1012.5,1652,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.98290782116152,-37.90966855783531]}"
1_0000000000000000011e_8_0,439,723.5,663.5,2171,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.62629495049347,-36.19891693075809]}"
1_00000000000000000071_9_0,457.5,832.5,980,1085,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.13267527615164,-36.164780949961546]}"
1_00000000000000000004_7_0,238,558,503,530.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.31377563743015,-36.44191121511242]}"
1_0000000000000000004e_6_0,1754.5,1906,1968,3023,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.05469693520823,-38.361071988105365]}"
1_00000000000000000067_7_0,604,887.5,1231,1795,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.54713507683513,-37.64161127705404]}"
1_000000000000000001a8_3_0,1012,1530,1932,2736,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.44115217043645,-36.990153033010564]}"
1_000000000000000000e6_7_0,3162,3300,3362,4300,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5790435665488,-38.47488853460331]}"
1_00000000000000000161_9_0,494.5,727.5,1014.5,1331,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.61542990983747,-36.153821503495294]}"
1_00000000000000000075_9_0,663.5,858.5,897.5,1977,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.3622846627726,-37.69631867785692]}"
1_00000000000000000061_7_0,1356,1656,1908,3124,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.53978718863277,-38.45710189197774]}"
